pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_logg,st_loggerr1,st_loggerr2,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-405 b,K2-405,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,3.435471,3.6e-05,-3.1e-05,4.569,0.085,-0.123,0.0,0.40761958,0.00758321,-0.01097334,0.0,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,4927.0,138.0,-138.0,0.765,0.054,-0.05,1.034,4.685,0.15,-0.15,10h57m30.24s,164.3759959,+12d32m08.21s,12.535614,197.234,2.081,-2.038,12.816,0.046,-0.046,10.547,0.016,-0.016,12.5911,0.000428,-0.000428,16/03/2022,2022-03,16/03/2022
K2-405 b,K2-405,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.435453,3.7e-05,-3.7e-05,3.806,0.286,-0.252,0.0,0.33954916,0.02551525,-0.02248197,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4927.0,138.0,-138.0,0.765,0.054,-0.05,1.034,4.685,0.15,-0.15,10h57m30.24s,164.3759959,+12d32m08.21s,12.535614,197.234,2.081,-2.038,12.816,0.046,-0.046,10.547,0.016,-0.016,12.5911,0.000428,-0.000428,19/11/2021,2021-12,19/11/2021
K2-406 b,K2-406,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,22.549406,0.001377,-0.001433,4.602,0.311,-0.292,0.0,0.41056365,0.02774561,-0.02605054,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5784.0,138.0,-138.0,0.961,0.058,-0.054,0.798,4.374,0.15,-0.15,15h23m32.93s,230.8872242,-25d22m14.21s,-25.3706149,85.3751,0.6239,-0.6151,9.465,0.004,-0.004,8.033,0.033,-0.033,9.49379,0.000266,-0.000266,19/11/2021,2021-12,19/11/2021
K2-406 b,K2-406,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,22.549406,0.001377,-0.001433,4.602,0.311,-0.292,0.0,0.41056365,0.02774561,-0.02605054,0.0,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,5784.0,138.0,-138.0,0.961,0.058,-0.054,0.798,4.374,0.15,-0.15,15h23m32.93s,230.8872242,-25d22m14.21s,-25.3706149,85.3751,0.6239,-0.6151,9.465,0.004,-0.004,8.033,0.033,-0.033,9.49379,0.000266,-0.000266,16/03/2022,2022-03,16/03/2022
K2-407 b,K2-407,0,CONFIRMED,Christiansen et al. 2022,1,2,Transit,2022,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.941907,0.000661,-0.000696,1.283,0.097,-0.089,0.0,0.11446179,0.00865378,-0.00794006,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5563.0,138.0,-138.0,0.927,0.058,-0.052,0.881,4.45,0.15,-0.15,15h30m13.26s,232.5552584,-23d00m24.25s,-23.0067371,218.376,1.676,-1.651,11.969,0.041,-0.041,10.213,0.022,-0.022,11.9956,0.000252,-0.000252,19/11/2021,2021-12,19/11/2021
K2-407 b,K2-407,1,CONFIRMED,Christiansen et al. 2022,1,2,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,4.941907,0.000661,-0.000696,1.283,0.097,-0.089,0.0,0.11446179,0.00865378,-0.00794006,0.0,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,5563.0,138.0,-138.0,0.927,0.058,-0.052,0.881,4.45,0.15,-0.15,15h30m13.26s,232.5552584,-23d00m24.25s,-23.0067371,218.376,1.676,-1.651,11.969,0.041,-0.041,10.213,0.022,-0.022,11.9956,0.000252,-0.000252,16/03/2022,2022-03,16/03/2022
K2-407 c,K2-407,0,CONFIRMED,Christiansen et al. 2022,1,2,Transit,2022,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.22453,0.001322,-0.000911,1.36,0.096,-0.088,0.0,0.12133128,0.00856456,-0.00785085,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5563.0,138.0,-138.0,0.927,0.058,-0.052,0.881,4.45,0.15,-0.15,15h30m13.26s,232.5552584,-23d00m24.25s,-23.0067371,218.376,1.676,-1.651,11.969,0.041,-0.041,10.213,0.022,-0.022,11.9956,0.000252,-0.000252,19/11/2021,2021-12,19/11/2021
K2-407 c,K2-407,1,CONFIRMED,Christiansen et al. 2022,1,2,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,9.22453,0.001322,-0.000911,1.36,0.096,-0.088,0.0,0.12133128,0.00856456,-0.00785085,0.0,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,5563.0,138.0,-138.0,0.927,0.058,-0.052,0.881,4.45,0.15,-0.15,15h30m13.26s,232.5552584,-23d00m24.25s,-23.0067371,218.376,1.676,-1.651,11.969,0.041,-0.041,10.213,0.022,-0.022,11.9956,0.000252,-0.000252,16/03/2022,2022-03,16/03/2022
K2-408 b,K2-408,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,20.978959,0.001305,-0.001247,1.677,0.118,-0.109,0.0,0.14961218,0.01052727,-0.00972435,0.0,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,5335.0,138.0,-138.0,0.784,0.051,-0.047,0.813,4.559,0.15,-0.15,15h11m40.05s,227.9168555,-17d41m03.37s,-17.6842698,162.306,1.351,-1.329,12.056,0.046,-0.046,9.978,0.021,-0.021,11.7345,0.000364,-0.000364,16/03/2022,2022-03,16/03/2022
K2-408 b,K2-408,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,20.978959,0.001305,-0.001247,1.677,0.118,-0.109,0.0,0.14961218,0.01052727,-0.00972435,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5335.0,138.0,-138.0,0.784,0.051,-0.047,0.813,4.559,0.15,-0.15,15h11m40.05s,227.9168555,-17d41m03.37s,-17.6842698,162.306,1.351,-1.329,12.056,0.046,-0.046,9.978,0.021,-0.021,11.7345,0.000364,-0.000364,19/11/2021,2021-12,19/11/2021
K2-409 b,K2-409,0,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,1.908084,4.7e-05,-5.8e-05,2.482,0.174,-0.158,0.0,0.22142959,0.01552327,-0.01409584,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5742.0,138.0,-138.0,1.228,0.077,-0.072,0.886,4.204,0.15,-0.15,15h13m49.23s,228.4551125,-16d21m04.67s,-16.3512966,431.031,8.048,-7.764,12.902,0.092,-0.092,11.038,0.023,-0.023,12.6144,0.000283,-0.000283,19/11/2021,2021-12,19/11/2021
K2-409 b,K2-409,1,CONFIRMED,Christiansen et al. 2022,1,1,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,1.908084,4.7e-05,-5.8e-05,2.482,0.174,-0.158,0.0,0.22142959,0.01552327,-0.01409584,0.0,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,5742.0,138.0,-138.0,1.228,0.077,-0.072,0.886,4.204,0.15,-0.15,15h13m49.23s,228.4551125,-16d21m04.67s,-16.3512966,431.031,8.048,-7.764,12.902,0.092,-0.092,11.038,0.023,-0.023,12.6144,0.000283,-0.000283,16/03/2022,2022-03,16/03/2022
K2-411 b,K2-411,1,CONFIRMED,del Ser et al. 2022,1,1,Transit,2022,K2,Published Confirmed,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,3.2141,0.0002,-0.0002,0.9898,0.0498,-0.0486,0.0,0.08830419,0.00444287,-0.00433581,0.0,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,5711.0,105.0,-105.0,1.375,0.068,-0.068,1.018,4.1693,0.074,-0.074,03h52m00.87s,58.003631,+19d23m27.56s,19.3909877,298.219,4.983,-4.825,12.27,0.103,-0.103,10.271,0.015,-0.015,11.9872,0.000161,-0.000161,07/11/2022,2022-10,07/11/2022
K2-412 b,K2-412,1,CONFIRMED,del Ser et al. 2022,1,1,Transit,2022,K2,Published Confirmed,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,5.9382,0.0006,-0.0004,2.116,0.105,-0.1052,0.0,0.1887772,0.00936749,-0.00938533,0.0,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,5590.0,138.0,-138.0,0.977,0.066,-0.063,0.893,4.412,0.15,-0.15,05h05m02.91s,76.2621295,+21d34m48.58s,21.580162,654.085,18.368,-17.408,15.746,0.08,-0.08,12.542,0.025,-0.025,15.1491,0.000464,-0.000464,07/11/2022,2022-10,07/11/2022
K2-413 b,K2-413,1,CONFIRMED,del Ser et al. 2022,1,2,Transit,2022,K2,Published Confirmed,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,0.8094,3e-05,-3e-05,0.7599,0.0758,-0.0496,0.0,0.06779385,0.00676243,-0.00442502,0.0,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,4116.0,138.0,-138.0,0.7,0.055,-0.048,0.808,4.656,0.15,-0.15,23h33m40.22s,353.4175668,-07d36m43.30s,-7.6120272,285.162,3.569,-3.483,15.013,0.172,-0.172,11.86,0.026,-0.026,14.5773,0.000434,-0.000434,07/11/2022,2022-10,07/11/2022
K2-413 c,K2-413,1,CONFIRMED,del Ser et al. 2022,1,2,Transit,2022,K2,Published Confirmed,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,5.3301,0.0003,-0.0003,1.2327,0.0565,-0.0593,0.0,0.10997432,0.0050406,-0.0052904,0.0,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,4116.0,138.0,-138.0,0.7,0.055,-0.048,0.808,4.656,0.15,-0.15,23h33m40.22s,353.4175668,-07d36m43.30s,-7.6120272,285.162,3.569,-3.483,15.013,0.172,-0.172,11.86,0.026,-0.026,14.5773,0.000434,-0.000434,07/11/2022,2022-10,07/11/2022
K2-414 b,K2-414,1,CONFIRMED,del Ser et al. 2022,1,2,Transit,2022,K2,Published Confirmed,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,4.3696,0.0001,-0.0001,1.219,0.1004,-0.0731,0.0,0.10875208,0.0089571,-0.00652156,0.0,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,4343.0,138.0,-138.0,0.732,0.055,-0.052,0.814,4.621,0.15,-0.15,23h26m32.69s,351.6361913,-04d36m23.96s,-4.6066569,260.036,2.374,-2.333,14.289,0.195,-0.195,11.438,0.023,-0.023,13.9384,0.000406,-0.000406,07/11/2022,2022-10,07/11/2022
K2-414 c,K2-414,1,CONFIRMED,del Ser et al. 2022,1,2,Transit,2022,K2,Published Confirmed,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,6.669,0.0002,-0.0002,1.9287,0.063,-0.0728,0.0,0.17206739,0.00562049,-0.00649479,0.0,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,4343.0,138.0,-138.0,0.732,0.055,-0.052,0.814,4.621,0.15,-0.15,23h26m32.69s,351.6361913,-04d36m23.96s,-4.6066569,260.036,2.374,-2.333,14.289,0.195,-0.195,11.438,0.023,-0.023,13.9384,0.000406,-0.000406,07/11/2022,2022-10,07/11/2022
K2-415 b,K2-415,1,CONFIRMED,Hirano et al. 2023,1,1,Transit,2023,K2,Published Confirmed,<a refstr=HIRANO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230200699H/abstract target=ref>Hirano et al. 2023</a>,4.0179694,2.7e-06,-2.7e-06,1.015,0.051,-0.0051,0.0,0.09055239,0.00454992,-0.00045499,0.0,0,<a refstr=HIRANO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230200699H/abstract target=ref>Hirano et al. 2023</a>,3173.0,53.0,-53.0,0.1965,0.0058,-0.0058,0.1635,5.066,0.027,-0.027,09h08m48.37s,137.2015437,+11d51m44.10s,11.8622503,21.8182,0.0307,-0.0307,15.33,0.027,-0.027,9.899,0.023,-0.023,13.7957,0.000374,-0.000374,28/03/2023,2023-03,28/03/2023
K2-416 b,K2-416,1,CONFIRMED,Incha et al. 2023,1,1,Transit,2023,K2,Published Confirmed,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,13.102,0.0026,-0.0024,2.66,0.19,-0.14,0.0,0.23730971,0.01695069,-0.01248998,0.0,0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,3746.0,72.0,-72.0,0.554,0.017,-0.017,0.548,4.691,0.038,-0.038,23h16m53.08s,349.2211822,-05d12m05.41s,-5.2015032,120.311,0.605,-0.599,14.794,0.033,-0.033,10.734,0.021,-0.021,13.9468,0.000528,-0.000528,10/07/2023,2023-07,10/07/2023
K2-417 b,K2-417,1,CONFIRMED,Incha et al. 2023,1,1,Transit,2023,K2,Published Confirmed,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,6.535,0.0014,-0.0014,3.31,0.14,-0.12,0.0,0.29529893,0.01248998,-0.0107057,0.0,0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,3861.0,77.0,-77.0,0.5776,0.004,-0.004,0.569,4.67,0.014,-0.014,23h20m34.02s,350.1417675,-10d02m11.72s,-10.0365901,94.0424,0.3023,-0.3003,13.909,0.077,-0.077,10.06,0.019,-0.019,13.1533,0.00059,-0.00059,10/07/2023,2023-07,10/07/2023
K2-419 A b,K2-419 A,0,CONFIRMED,Kanodia et al. 2024,2,1,Transit,2024,K2,Published Candidate,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,20.35954,0.00034,-0.00032,10.85,0.59,-0.59,0.0,0.968,0.053,-0.053,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3728.0,157.0,-157.0,0.539092,0.016876,-0.016876,0.535338,4.70337,0.010261,-0.010261,09h00m04.68s,135.0194934,+13d16m25.34s,13.2737056,268.685,3.6615,-3.6615,16.52,0.2,-0.2,12.555,0.024,-0.024,15.7336,0.000486,-0.000486,14/12/2017,2017-11,14/12/2017
K2-419 A b,K2-419 A,1,CONFIRMED,Kanodia et al. 2024,2,1,Transit,2024,K2,Published Confirmed,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,20.35847252,6.14e-06,-5.75e-06,10.55,0.39,-0.39,0.0,0.941,0.034,-0.034,0.0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,3711.0,88.0,-88.0,0.541,0.017,-0.017,0.562,4.74,0.05,-0.05,09h00m04.68s,135.0194934,+13d16m25.34s,13.2737056,268.685,3.6615,-3.6615,16.52,0.2,-0.2,12.555,0.024,-0.024,15.7336,0.000486,-0.000486,03/09/2024,2024-08,03/09/2024
K2-42 b,K2-42,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,6.68796,0.00093,-0.00093,2.15,0.24,-0.24,0.0,0.19181015,0.02141137,-0.02141137,0.0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,4613.0,71.0,-71.0,0.643,0.039,-0.039,0.702,4.659,0.05,-0.05,11h46m39.78s,176.6657559,-05d10m19.37s,-5.1720463,396.913,7.94,-7.64,15.006,0.126,-0.126,12.284,0.019,-0.019,14.6336,0.00028,-0.00028,14/07/2016,2016-09,18/07/2016
K2-43 b,K2-43,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,3.47114,0.00021,-0.00021,4.13,0.31,-0.31,0.0,0.36845392,0.02765635,-0.02765635,0.0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,3939.0,87.0,-87.0,0.57,0.03,-0.03,0.6,4.698,0.023,-0.023,11h16m28.09s,169.117028,-03d58m31.59s,-3.9754405,182.536,1.9095,-1.9095,15.748,1.133,-1.133,11.577,0.024,-0.024,14.8215,0.000914,-0.000914,09/08/2019,2016-09,18/07/2016
K2-44 b,K2-44,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,5.657,0.0002,-0.0002,2.433,0.089,-0.072,0.0,0.21705772,0.00794005,-0.00642341,0.0,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,5912.0,51.0,-51.0,1.58,0.15,-0.15,1.15,4.101,0.063,-0.063,11h36m02.80s,174.011661,-02d31m15.36s,-2.5209338,476.703,10.202,-9.791,12.27,0.069,-0.069,10.693,0.024,-0.024,12.0238,0.000293,-0.000293,13/11/2020,2020-08,19/11/2020
K2-44 b,K2-44,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5.65688,0.00059,-0.00059,2.72,0.32,-0.32,0.0,0.24266215,0.02854849,-0.02854849,0.0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5912.0,51.0,-51.0,1.58,0.15,-0.15,1.15,4.101,0.063,-0.063,11h36m02.80s,174.011661,-02d31m15.36s,-2.5209338,476.703,10.202,-9.791,12.27,0.069,-0.069,10.693,0.024,-0.024,12.0238,0.000293,-0.000293,13/11/2020,2016-09,18/07/2016
K2-44 b,K2-44,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5.656304,0.000366,-0.000323,2.93920584,0.4964651,-0.37660304,0.0,0.26221838,0.04429165,-0.03359827,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5722.0,50.0,-50.0,1.561446,0.255936,-0.19406,1.049582,4.02,0.1,-0.1,11h36m02.80s,174.011661,-02d31m15.36s,-2.5209338,476.703,10.202,-9.791,12.27,0.069,-0.069,10.693,0.024,-0.024,12.0238,0.000293,-0.000293,13/11/2020,2018-03,15/02/2018
K2-45 b,K2-45,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1.7292684,6.9e-06,-6.9e-06,6.71,0.0,0.0,0.0,0.5986261,0.0,0.0,0.0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,4103.0,90.0,-90.0,0.445,0.066,-0.066,0.503,4.824,0.07,-0.07,11h18m31.86s,169.6327547,-01d46m26.61s,-1.7740582,495.317,10.777,-10.335,15.746,0.195,-0.195,12.756,0.033,-0.033,15.3442,0.000839,-0.000839,14/07/2016,2016-09,18/07/2016
K2-46 b,K2-46,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,19.1541,0.0041,-0.0041,2.05,0.24,-0.24,0.0,0.18288875,0.02141137,-0.02141137,0.0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,6256.0,37.0,-37.0,1.29,0.12,-0.12,0.96,4.198,0.073,-0.073,11h37m03.90s,174.2662454,-00d54m25.96s,-0.90721,449.237,10.663,-10.188,12.144,0.069,-0.069,10.781,0.024,-0.024,11.9153,0.000372,-0.000372,14/07/2016,2016-09,18/07/2016
K2-46 b,K2-46,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,19.15454,0.002849,-0.002764,2.47140597,0.35095285,-0.30265469,0.0,0.22048407,0.03130992,-0.02700104,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6114.0,50.0,-50.0,1.328888,0.160696,-0.149204,1.015093,4.11,0.1,-0.1,11h37m03.90s,174.2662454,-00d54m25.96s,-0.90721,449.237,10.663,-10.188,12.144,0.069,-0.069,10.781,0.024,-0.024,11.9153,0.000372,-0.000372,14/02/2018,2018-03,15/02/2018
K2-47 b,K2-47,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,31.6372,0.0088,-0.0088,1.89,0.26,-0.26,0.0,0.16861451,0.02319565,-0.02319565,0.0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5054.0,82.0,-82.0,0.76,0.03,-0.03,0.75,4.544,0.036,-0.036,11h14m19.82s,168.5825696,+02d46m50.02s,2.7805614,349.881,5.2745,-5.2745,14.065,0.114,-0.114,11.735,0.027,-0.027,13.7404,0.000359,-0.000359,14/07/2016,2016-09,18/07/2016
